Device ID,Device Type,Installation Date,Location ID,City,Region,Latitude,Longitude,Traffic Volume,Air Quality Index (AQI),Noise Level,Energy Consumption (kWh),Water Usage (liters),Temperature (°C),Humidity (%),Device Status,Maintenance Date,Power Outage Hours (per month),Incident Reports,Public WiFi Users,Connectivity Uptime (%),Smart Parking Spots,Road Quality Index,Device Manufacturer,Firmware Version,Energy Rate (per kWh),Water Rate (per liter),Operating Cost (per hour),Advertising Revenue (from WiFi),Maintenance Cost,Device Usage Hours,Date,Time
D3220,Smart Meter,2024-04-02,L0227,Miami,Brickell,5.121637,-97.516382,981,256,62 dB,12.22,1558,26.2,51,Active,2023-03-03,37,4,234,94.73,30,63,GreenTech,v1.1,0.49,0.0034,35.1,0,0,1732,2024-05-24,12:10:26
D3221,Smart Meter,2022-02-26,L0485,Seattle,Capitol Hill,-84.592409,166.483027,981,205,92 dB,33.62,8758,-1.3,74,Under Maintenance,2024-11-12,40,1,234,99.38,30,63,GreenTech,v1.2,0.46,0.004,37.81,0,198.97,822,2024-03-30,05:03:12
D3222,Smart Meter,2023-12-16,L0487,Los Angeles,Hollywood,22.996523,-96.52203,981,47,52 dB,19.7,4296,-2.4,55,Active,2023-03-03,11,4,234,91.91,30,63,SmartIoT,v2.0,0.1,0.0048,15.09,0,0,1753,2024-06-02,21:25:21
D3223,Parking Sensor,2021-09-27,L0517,New York,Brooklyn,-8.051676,-77.531855,981,108,90 dB,15.45,4950,31.7,86,Inactive,2023-03-03,27,10,234,95.23,30,63,DeviceCorp,v1.0,0.29,0.003,49.31,0,0,530,2024-10-14,06:36:43
D3224,Public WiFi,2021-02-01,L0111,San Francisco,Mission District,62.818808,21.439251,981,108,58 dB,24.62,4950,-5.9,65,Under Maintenance,2023-02-23,42,5,235,93.2,30,63,SmartIoT,v2.0,0.36,0.008,12.68,285.01,161.5,310,2024-07-30,20:36:17
D3225,Smart Meter,2020-10-02,L0260,Chicago,The Loop,64.734639,82.668906,981,46,86 dB,46.28,6404,14.8,23,Active,2023-03-03,0,0,234,99.94,30,63,DeviceCorp,v1.1,0.43,0.0086,27.86,0,0,1180,2024-03-26,06:51:01
D3226,Parking Sensor,2020-10-29,L0311,New York,Brooklyn,-39.600986,-15.26831,981,108,92 dB,28.96,4950,-5.7,42,Active,2023-03-03,1,6,234,92.12,5,63,UrbanTech,v2.0,0.14,0.0047,18.75,0,0,1636,2024-04-24,08:44:00
D3227,Pollution Sensor,2023-07-28,L0386,Houston,Midtown,38.537862,56.908647,981,263,70 dB,47.8,4950,25.6,21,Inactive,2023-03-03,18,3,234,94.71,30,63,SmartIoT,v2.1,0.17,0.0017,25.14,0,0,1745,2024-06-29,23:44:13
D3228,Smart Meter,2023-06-13,L0262,Chicago,The Loop,41.312485,-81.359265,981,191,62 dB,47.05,4452,23.4,53,Inactive,2023-03-03,27,4,234,97.68,30,63,UrbanTech,v2.1,0.22,0.0057,17.81,0,0,1952,2024-03-25,01:41:10
D3229,Public WiFi,2021-01-29,L0539,Miami,South Beach,44.275521,62.97373,981,108,59 dB,48.78,4950,19.5,70,Inactive,2023-03-03,26,10,158,91.01,30,63,GreenTech,v2.1,0.31,0.0084,27.74,303.3,0,1285,2024-09-26,19:12:49
D3230,Traffic Light,2022-10-03,L0828,Miami,South Beach,-4.449148,44.115351,190,108,99 dB,24.24,4950,-2.1,53,Under Maintenance,2022-12-20,1,3,234,94.21,30,67,UrbanTech,v2.1,0.38,0.0032,21.48,0,217.68,1177,2024-06-16,04:09:27
D3231,Traffic Light,2020-07-19,L0746,Miami,South Beach,71.195172,24.615883,1984,108,92 dB,31.39,4950,39.8,68,Under Maintenance,2023-01-02,6,7,234,90.81,30,21,GreenTech,v1.1,0.47,0.0082,25.94,0,446.15,125,2024-05-22,19:56:27
D3232,Parking Sensor,2021-06-06,L0042,San Francisco,Mission District,36.849273,-98.040482,981,108,98 dB,13.46,4950,34.4,47,Active,2023-03-03,44,10,234,94.78,27,63,SmartIoT,v1.2,0.33,0.0071,32.36,0,0,529,2024-02-26,20:40:33
D3233,Smart Meter,2023-02-22,L0167,Chicago,The Loop,75.438487,-72.973275,981,220,99 dB,7.11,9716,2.3,94,Under Maintenance,2023-04-26,12,10,234,97.3,30,63,GreenTech,v1.2,0.34,0.0097,30.18,0,415.1,202,2024-06-30,07:27:06
D3234,Smart Meter,2021-09-13,L0842,San Francisco,Financial District,73.146769,-34.356384,981,194,87 dB,23.43,5931,14.1,47,Under Maintenance,2024-06-02,11,6,234,99.88,30,63,DeviceCorp,v2.0,0.37,0.0063,23.47,0,431.29,707,2024-01-02,20:08:11
D3235,Traffic Light,2024-10-04,L0792,San Francisco,Financial District,-7.616521,-130.015335,112,108,78 dB,21.87,4950,13.1,30,Inactive,2023-03-03,19,7,234,90.74,30,93,DeviceCorp,v1.2,0.49,0.0061,27.79,0,0,1335,2024-08-01,20:16:40
D3236,Traffic Light,2024-04-07,L0876,Houston,Downtown,-12.907168,140.916052,273,108,76 dB,10.16,4950,14.3,99,Under Maintenance,2024-02-23,28,8,234,90.13,30,46,DeviceCorp,v2.0,0.34,0.0022,21.93,0,144.41,1763,2024-04-12,15:21:05
D3237,Traffic Light,2024-09-25,L0392,New York,Brooklyn,53.582628,141.653554,164,108,50 dB,2.39,4950,-3.9,53,Under Maintenance,2024-02-16,33,1,234,98.12,30,99,UrbanTech,v2.0,0.11,0.0012,25.85,0,275.34,1780,2024-09-14,04:09:42
D3238,Public WiFi,2020-05-21,L0849,Chicago,Lincoln Park,38.818969,78.693967,981,108,55 dB,5.87,4950,35.5,68,Under Maintenance,2024-06-27,10,9,46,98.98,30,63,SmartIoT,v2.0,0.41,0.0097,42.63,959.5,123.86,1067,2024-06-19,23:31:33
D3239,Traffic Light,2021-05-28,L0832,Miami,Brickell,-11.526348,72.697301,409,108,76 dB,2.02,4950,28.7,79,Under Maintenance,2024-07-25,46,7,234,93.78,30,80,UrbanTech,v1.1,0.46,0.0017,34.48,0,318.96,247,2024-02-11,18:06:22
D3240,Parking Sensor,2020-02-23,L0342,Seattle,Capitol Hill,46.305014,95.039107,981,108,86 dB,37.42,4950,31.6,59,Active,2023-03-03,44,8,234,96.9,25,63,DeviceCorp,v2.0,0.44,0.0029,25.3,0,0,935,2024-06-19,13:59:58
D3241,Public WiFi,2021-04-28,L0273,Houston,Midtown,89.449086,58.828664,981,108,84 dB,11.5,4950,7.5,82,Active,2023-03-03,35,5,279,95.1,30,63,UrbanTech,v2.0,0.31,0.0055,24.36,102.13,0,1236,2024-05-17,13:20:48
D3242,Smart Meter,2024-12-08,L0082,Seattle,Capitol Hill,24.410793,-103.764051,981,288,53 dB,28.49,8465,15.9,86,Under Maintenance,2023-05-10,0,6,234,95.74,30,63,UrbanTech,v2.1,0.32,0.0041,40.88,0,437.53,1266,2024-07-19,10:48:51
D3243,Smart Meter,2021-01-04,L0496,Los Angeles,Hollywood,32.720405,-62.333878,981,11,82 dB,14.01,2206,17.3,83,Active,2023-03-03,5,4,234,94.46,30,63,SmartIoT,v2.0,0.22,0.0035,39.35,0,0,345,2024-10-13,12:08:34
D3244,Pollution Sensor,2021-01-26,L0948,Los Angeles,Hollywood,-65.846588,55.99623,981,99,53 dB,47.67,4950,12.5,66,Inactive,2023-03-03,16,6,234,97.84,30,63,UrbanTech,v2.1,0.38,0.0078,37.14,0,0,1675,2024-10-30,13:54:19
D3245,Smart Meter,2022-12-11,L0078,San Francisco,Financial District,21.085423,117.898142,981,286,60 dB,45.88,3988,16.9,22,Active,2023-03-03,33,10,234,94.94,30,63,GreenTech,v1.0,0.33,0.0052,47.22,0,0,1301,2024-11-04,00:42:11
D3246,Parking Sensor,2023-11-03,L0740,New York,Manhattan,55.646114,71.335983,981,108,63 dB,26.27,4950,12.8,98,Under Maintenance,2024-07-14,0,1,234,94.68,15,63,DeviceCorp,v1.1,0.16,0.0056,27.17,0,460.24,1249,2024-06-18,15:28:05
D3247,Pollution Sensor,2022-11-07,L0387,Los Angeles,Hollywood,-87.190794,-20.413284,981,123,53 dB,36.54,4950,0.1,27,Under Maintenance,2024-03-22,19,8,234,95.35,30,63,UrbanTech,v1.1,0.36,0.0085,28.08,0,172.76,1336,2024-01-13,07:24:05
D3248,Smart Meter,2022-04-07,L0027,Los Angeles,Hollywood,-13.13933,162.673861,981,230,60 dB,16.82,9831,1.1,55,Inactive,2023-03-03,9,9,234,95.15,30,63,SmartIoT,v1.0,0.36,0.0089,37.7,0,0,943,2024-12-11,10:56:53
D3249,Traffic Light,2024-05-14,L0330,New York,Manhattan,14.479452,80.546054,1099,108,100 dB,2.53,4950,38.8,20,Active,2023-03-03,34,3,234,99.04,30,78,DeviceCorp,v2.0,0.34,0.0026,24.3,0,0,1748,2024-11-07,13:12:40
D3250,Parking Sensor,2023-10-03,L0357,Chicago,The Loop,14.781983,-97.193362,981,108,72 dB,6.27,4950,29.9,57,Inactive,2023-03-03,21,4,234,92.46,3,63,SmartIoT,v1.2,0.13,0.0052,10.18,0,0,1322,2024-11-29,05:43:07
D3251,Parking Sensor,2021-10-02,L0386,Houston,Downtown,-29.286176,23.169031,981,108,78 dB,26.46,4950,-8.4,90,Active,2023-03-03,22,4,234,92.33,7,63,SmartIoT,v1.1,0.2,0.0053,38.22,0,0,424,2024-06-23,14:10:43
D3252,Smart Meter,2020-07-07,L0801,Los Angeles,Downtown,14.972521,-154.622002,981,246,77 dB,32.73,6272,15,78,Under Maintenance,2023-12-06,29,1,234,94.42,30,63,SmartIoT,v1.2,0.44,0.0098,36.39,0,165.15,1328,2024-08-07,14:32:00
D3253,Traffic Light,2023-03-16,L0492,Los Angeles,Downtown,89.006798,-143.664788,1182,108,94 dB,26.94,4950,19.8,25,Inactive,2023-03-03,2,9,234,92.13,30,87,DeviceCorp,v2.0,0.38,0.0046,17.26,0,0,194,2024-09-16,11:57:20
D3254,Smart Meter,2022-11-16,L0994,New York,Brooklyn,-27.282316,144.464577,981,77,63 dB,21.46,1623,20.3,56,Under Maintenance,2024-09-10,25,7,234,93.95,30,63,DeviceCorp,v2.1,0.12,0.008,38.76,0,128.59,357,2024-10-06,15:48:58
D3255,Pollution Sensor,2024-03-01,L0142,San Francisco,Financial District,36.521111,-154.308014,981,58,97 dB,44.7,4950,28.2,24,Under Maintenance,2023-11-04,2,10,234,96.47,30,63,GreenTech,v2.0,0.26,0.0039,41.76,0,204.07,322,2024-07-14,16:16:17
D3256,Traffic Light,2021-02-17,L0958,San Francisco,Financial District,-7.576576,-127.378202,385,108,58 dB,46,4950,22.6,63,Under Maintenance,2024-08-12,22,9,234,96.06,30,73,GreenTech,v1.2,0.3,0.0068,10.74,0,320.89,860,2024-11-09,20:04:55
D3257,Smart Meter,2020-12-29,L0708,San Francisco,Mission District,72.356933,58.321325,981,131,84 dB,17.6,8276,-7.9,25,Active,2023-03-03,47,2,234,93.48,30,63,GreenTech,v1.0,0.46,0.0043,25.56,0,0,1184,2024-04-21,16:15:54
D3258,Parking Sensor,2019-12-28,L0886,Los Angeles,Downtown,30.666805,-173.422177,981,108,82 dB,38.16,4950,5.5,69,Inactive,2023-03-03,16,4,234,97.21,8,63,DeviceCorp,v1.2,0.28,0.0025,43.49,0,0,158,2024-12-09,19:36:07
D3259,Parking Sensor,2023-05-01,L0591,Los Angeles,Downtown,-32.941072,-9.994855,981,108,68 dB,11.64,4950,30.6,52,Active,2023-03-03,27,2,234,96.61,8,63,DeviceCorp,v1.2,0.45,0.0036,18.27,0,0,750,2024-10-16,21:15:35
D3260,Traffic Light,2021-01-18,L0316,San Francisco,Mission District,58.808441,-51.715207,1490,108,91 dB,37.71,4950,-8.4,67,Inactive,2023-03-03,18,5,234,96.08,30,3,SmartIoT,v2.1,0.23,0.0015,37.88,0,0,161,2024-06-23,11:53:33
D3261,Traffic Light,2024-02-13,L0026,Miami,Brickell,67.023246,136.301723,1665,108,85 dB,7.4,4950,20.5,90,Under Maintenance,2023-05-18,36,7,234,93.84,30,95,GreenTech,v1.2,0.36,0.0068,37.93,0,123.71,1001,2024-02-01,07:43:08
D3262,Public WiFi,2020-06-15,L0654,Houston,Downtown,-78.139984,-157.8335,981,108,72 dB,46.03,4950,3.2,90,Active,2023-03-03,22,0,274,91.55,30,63,GreenTech,v2.1,0.34,0.007,32.53,749.35,0,679,2024-05-24,20:46:21
D3263,Public WiFi,2024-03-09,L0702,Miami,South Beach,57.727324,-86.998306,981,108,94 dB,48.39,4950,28.8,93,Inactive,2023-03-03,13,8,430,96.11,30,63,UrbanTech,v1.2,0.43,0.0077,38.52,603.57,0,288,2024-04-25,16:11:33
D3264,Traffic Light,2023-04-13,L0718,Los Angeles,Hollywood,-49.13757,77.178913,853,108,55 dB,45.32,4950,18.5,97,Inactive,2023-03-03,1,4,234,97.25,30,67,GreenTech,v1.0,0.23,0.0075,30.06,0,0,1169,2024-02-24,05:08:00
D3265,Public WiFi,2021-04-06,L0425,Miami,Brickell,38.876614,89.917923,981,108,65 dB,28.43,4950,21.5,20,Under Maintenance,2024-04-24,28,2,195,90.5,30,63,DeviceCorp,v1.1,0.37,0.006,15.71,170.49,167.79,1765,2024-04-30,22:49:19
D3266,Public WiFi,2023-02-08,L0550,Los Angeles,Downtown,-13.050311,-116.815092,981,108,85 dB,14.49,4950,22.9,49,Active,2023-03-03,22,6,220,95.52,30,63,GreenTech,v2.0,0.39,0.0037,28.7,806.78,0,1016,2024-08-02,18:40:56
D3267,Smart Meter,2021-03-13,L0570,Seattle,Capitol Hill,-18.980801,91.352721,981,291,90 dB,1.61,8900,31.8,93,Active,2023-03-03,50,0,234,95.53,30,63,UrbanTech,v2.1,0.38,0.0082,23.06,0,0,719,2024-07-23,18:59:43
D3268,Public WiFi,2022-08-18,L0681,Seattle,Capitol Hill,-83.11444,-76.234059,981,108,65 dB,35.48,4950,20.3,87,Under Maintenance,2023-03-11,29,1,389,96,30,63,GreenTech,v1.0,0.11,0.0047,18.09,164.83,348.25,766,2024-01-12,15:16:20
D3269,Parking Sensor,2020-03-10,L0143,Seattle,Capitol Hill,-60.053767,142.130286,981,108,64 dB,3.48,4950,25.9,56,Inactive,2023-03-03,47,10,234,98.23,35,63,SmartIoT,v2.1,0.31,0.0077,10.4,0,0,622,2024-03-02,21:39:06
D3270,Traffic Light,2023-11-26,L0966,Houston,Downtown,-44.716719,-33.929373,1195,108,64 dB,18.96,4950,30.5,49,Active,2023-03-03,28,7,234,99.95,30,8,GreenTech,v2.0,0.41,0.0013,35.85,0,0,306,2024-01-14,23:13:22
D3271,Traffic Light,2024-02-22,L0784,Los Angeles,Downtown,12.401586,128.134831,342,108,99 dB,10.22,4950,28.7,54,Under Maintenance,2024-03-12,5,1,234,95.7,30,5,DeviceCorp,v2.1,0.38,0.0076,20.95,0,429.34,627,2024-10-06,19:06:00
D3272,Public WiFi,2021-03-10,L0076,New York,Brooklyn,72.185936,-53.077214,981,108,100 dB,40.52,4950,15.9,41,Inactive,2023-03-03,23,4,174,95.71,30,63,GreenTech,v1.1,0.33,0.0015,35.42,541.41,0,1994,2024-11-09,16:55:08
D3273,Smart Meter,2020-03-28,L0122,Miami,Brickell,44.524745,-145.290954,981,34,63 dB,48.92,912,39,22,Under Maintenance,2023-12-22,8,3,234,99.59,30,63,DeviceCorp,v1.2,0.37,0.0012,49.45,0,129.04,1587,2024-01-13,04:16:07
D3274,Traffic Light,2020-02-01,L0969,Los Angeles,Hollywood,-41.824676,-66.963146,754,108,83 dB,29.28,4950,22.6,85,Inactive,2023-03-03,0,8,234,99.72,30,70,UrbanTech,v2.0,0.38,0.0054,10.34,0,0,1458,2024-07-07,22:28:18
D3275,Public WiFi,2023-02-22,L0652,New York,Brooklyn,-41.871252,-124.938146,981,108,91 dB,33.83,4950,16.3,37,Under Maintenance,2024-01-20,22,5,224,96.83,30,63,GreenTech,v1.1,0.26,0.0083,19.04,996.84,374.01,918,2024-03-24,17:33:10
D3276,Public WiFi,2024-05-15,L0732,Miami,Brickell,-77.356964,125.644835,981,108,100 dB,12.41,4950,-5.4,50,Active,2023-03-03,5,3,260,90.34,30,63,UrbanTech,v1.1,0.25,0.002,26.07,286.46,0,1100,2024-02-15,21:05:34
D3277,Traffic Light,2024-04-08,L0482,Los Angeles,Hollywood,0.003115,93.543824,865,108,93 dB,40.66,4950,28,95,Active,2023-03-03,15,4,234,94.08,30,43,DeviceCorp,v2.1,0.48,0.0053,33,0,0,1963,2024-10-09,20:15:03
D3278,Traffic Light,2022-12-17,L0376,Houston,Midtown,59.473502,-87.445678,720,108,59 dB,49.82,4950,12.7,90,Active,2023-03-03,9,4,234,96.23,30,84,SmartIoT,v1.0,0.4,0.0033,25.34,0,0,1032,2024-04-29,21:09:06
D3279,Public WiFi,2024-04-11,L0063,New York,Manhattan,63.041913,-42.063853,981,108,51 dB,30.53,4950,33.6,24,Under Maintenance,2024-06-07,30,1,326,90.33,30,63,SmartIoT,v1.1,0.35,0.0085,32.82,349.92,414.13,1364,2024-05-26,16:13:44
D3280,Public WiFi,2022-05-21,L0784,Miami,Brickell,-82.955424,-179.692696,981,108,88 dB,0.57,4950,-9.4,97,Under Maintenance,2023-10-09,7,1,366,99.06,30,63,UrbanTech,v2.1,0.43,0.0024,11.77,713.65,348.9,833,2024-06-10,13:30:21
D3281,Smart Meter,2021-06-29,L0367,New York,Manhattan,-26.367687,25.686551,981,274,74 dB,17.24,8863,11,47,Inactive,2023-03-03,42,10,234,97.7,30,63,DeviceCorp,v2.0,0.39,0.0043,22.67,0,0,1547,2024-05-12,00:12:22
D3282,Pollution Sensor,2021-06-23,L0730,San Francisco,Mission District,-73.669306,9.379575,981,50,74 dB,47.76,4950,32.4,89,Under Maintenance,2024-01-11,38,3,234,90.44,30,63,DeviceCorp,v2.1,0.23,0.0014,38.67,0,361.48,788,2024-05-02,22:36:55
D3283,Parking Sensor,2024-06-08,L0612,New York,Brooklyn,83.57221,84.752008,981,108,51 dB,19.2,4950,26.4,34,Under Maintenance,2023-10-22,2,9,234,96.34,37,63,GreenTech,v1.0,0.11,0.0034,25.07,0,483.7,232,2024-06-28,09:14:55
D3284,Traffic Light,2021-11-22,L0094,San Francisco,Mission District,41.594583,-47.854932,1552,108,93 dB,45.4,4950,37.3,97,Active,2023-03-03,24,0,234,90.23,30,43,SmartIoT,v2.0,0.14,0.0037,48.12,0,0,1197,2024-08-14,08:02:46
D3285,Traffic Light,2022-08-24,L0831,Seattle,Pioneer Square,-52.261243,-20.624662,401,108,69 dB,16.68,4950,29.2,37,Under Maintenance,2024-12-07,19,9,234,91.4,30,40,SmartIoT,v1.2,0.18,0.001,17.32,0,108.31,1170,2024-08-02,02:55:17
D3286,Traffic Light,2023-03-25,L0882,New York,Manhattan,72.69437,-7.163713,148,108,67 dB,3.46,4950,-0.9,26,Active,2023-03-03,36,9,234,91.68,30,40,UrbanTech,v1.1,0.21,0.0054,49.38,0,0,1887,2024-02-18,00:29:02
D3287,Traffic Light,2024-07-06,L0968,Chicago,Lincoln Park,63.222362,44.477088,59,108,88 dB,45.92,4950,31.1,68,Active,2023-03-03,4,9,234,93.68,30,1,DeviceCorp,v1.2,0.1,0.0067,49.92,0,0,949,2024-07-13,19:32:26
D3288,Smart Meter,2023-09-05,L0754,Houston,Midtown,-25.092704,-117.716433,981,113,66 dB,3.39,2547,30.4,38,Under Maintenance,2023-09-11,30,7,234,98.58,30,63,DeviceCorp,v2.1,0.28,0.0056,23.58,0,345.21,1216,2024-03-09,14:25:57
D3289,Parking Sensor,2020-12-26,L0062,Chicago,The Loop,-46.474819,-67.353253,981,108,62 dB,15.54,4950,-1.9,86,Active,2023-03-03,6,7,234,96.19,47,63,UrbanTech,v2.1,0.27,0.0064,29.8,0,0,1499,2024-04-11,09:15:46
D3290,Pollution Sensor,2024-07-01,L0257,Los Angeles,Hollywood,12.870919,41.517975,981,56,87 dB,26.46,4950,17.4,65,Under Maintenance,2023-09-16,47,4,234,97.71,30,63,DeviceCorp,v2.1,0.11,0.0096,31.45,0,344.04,1365,2024-04-07,10:53:50
D3291,Pollution Sensor,2020-10-07,L0920,Seattle,Capitol Hill,-8.219754,-24.475497,981,265,65 dB,0.53,4950,28.6,65,Under Maintenance,2023-04-02,38,4,234,96.76,30,63,UrbanTech,v2.0,0.28,0.0058,18.42,0,486.69,1039,2024-05-10,22:50:50
D3292,Public WiFi,2021-08-30,L0256,Chicago,The Loop,-25.279104,147.967097,981,108,67 dB,2.08,4950,33,42,Inactive,2023-03-03,2,4,340,98.32,30,63,SmartIoT,v2.0,0.25,0.0018,34.92,122.38,0,690,2024-07-24,12:16:05
D3293,Parking Sensor,2020-03-22,L0101,New York,Manhattan,-48.916214,-62.447495,981,108,59 dB,39.87,4950,18.4,32,Inactive,2023-03-03,13,5,234,95.89,30,63,SmartIoT,v1.2,0.32,0.0072,15.83,0,0,913,2024-04-29,01:48:09
D3294,Parking Sensor,2021-07-31,L0089,Seattle,Pioneer Square,88.46486,43.470841,981,108,93 dB,22.98,4950,34.7,48,Active,2023-03-03,27,8,234,99.97,47,63,UrbanTech,v1.0,0.38,0.0022,25.81,0,0,704,2024-12-05,23:42:20
D3295,Traffic Light,2023-12-21,L0807,Los Angeles,Hollywood,31.484431,77.771115,393,108,55 dB,6.85,4950,2.3,33,Under Maintenance,2024-10-14,9,0,234,95.12,30,58,DeviceCorp,v1.1,0.37,0.0098,35.02,0,217.27,1528,2024-03-13,07:31:26
D3296,Smart Meter,2021-08-03,L0503,Houston,Midtown,-5.929203,24.787358,981,83,59 dB,28.29,3591,11.1,71,Inactive,2023-03-03,31,6,234,96.55,30,63,DeviceCorp,v1.2,0.35,0.0017,19.43,0,0,1392,2024-10-23,03:46:12
D3297,Pollution Sensor,2022-05-06,L0533,Houston,Downtown,11.954464,22.661289,981,84,91 dB,49.35,4950,27.9,61,Active,2023-03-03,36,6,234,92.91,30,63,SmartIoT,v2.0,0.23,0.0072,47.81,0,0,220,2024-02-20,22:24:36
D3298,Parking Sensor,2021-04-01,L0105,Los Angeles,Downtown,-30.837719,101.536606,981,108,69 dB,30.55,4950,12.4,70,Inactive,2023-03-03,4,2,234,91.34,23,63,DeviceCorp,v2.0,0.34,0.0089,19.96,0,0,1396,2024-05-29,16:46:06
D3299,Parking Sensor,2022-06-08,L0491,Los Angeles,Downtown,-66.46632,74.92695,981,108,74 dB,44.18,4950,-4.1,44,Under Maintenance,2023-07-07,0,2,234,94.91,23,63,GreenTech,v2.0,0.2,0.0022,27.81,0,470.93,825,2024-02-05,04:50:29
D3300,Parking Sensor,2020-11-12,L0970,Houston,Downtown,27.976243,26.441653,981,108,81 dB,3.58,4950,24.5,75,Active,2023-03-03,11,5,234,93.3,16,63,SmartIoT,v2.1,0.15,0.005,15.28,0,0,897,2024-03-27,22:54:19
D3301,Public WiFi,2024-03-16,L0242,Chicago,The Loop,-18.499354,111.269215,981,108,83 dB,23.52,4950,32.3,94,Active,2023-03-03,44,0,376,93.35,30,63,GreenTech,v2.0,0.2,0.0053,47.03,822.23,0,547,2024-11-03,13:27:36
D3302,Parking Sensor,2020-06-10,L0539,New York,Manhattan,83.175541,25.036232,981,108,100 dB,37.95,4950,-1.3,76,Inactive,2023-03-03,47,1,234,92.8,3,63,DeviceCorp,v1.2,0.16,0.0098,45.92,0,0,1770,2024-02-15,22:02:07
D3303,Pollution Sensor,2022-12-27,L0525,Chicago,Lincoln Park,-16.139756,-32.357687,981,168,59 dB,42.23,4950,38.4,23,Under Maintenance,2024-02-03,39,0,234,99,30,63,UrbanTech,v2.1,0.29,0.0046,33.28,0,228.05,946,2024-08-12,02:31:11
D3304,Traffic Light,2020-12-18,L0253,New York,Brooklyn,-44.434469,-35.953489,952,108,89 dB,47.51,4950,32.3,77,Under Maintenance,2024-05-07,17,4,234,90.12,30,76,GreenTech,v1.1,0.18,0.0018,45.78,0,255.37,847,2024-12-05,17:00:13
D3305,Traffic Light,2022-07-03,L0505,Los Angeles,Downtown,8.30523,144.299996,78,108,61 dB,47.38,4950,-4.7,27,Under Maintenance,2023-05-15,2,0,234,96.23,30,85,DeviceCorp,v1.0,0.35,0.0067,23.88,0,425.37,1009,2024-08-08,23:15:31
D3306,Parking Sensor,2023-04-22,L0063,Seattle,Pioneer Square,70.577058,70.680827,981,108,87 dB,30.82,4950,33.8,30,Under Maintenance,2023-11-12,40,2,234,92.27,12,63,DeviceCorp,v1.2,0.35,0.0096,37.72,0,220.72,880,2024-06-20,00:41:14
D3307,Smart Meter,2024-10-26,L0163,New York,Brooklyn,-42.449816,-170.302213,981,242,74 dB,36.23,6772,18.8,24,Active,2023-03-03,23,2,234,93.46,30,63,DeviceCorp,v1.1,0.18,0.0069,44.18,0,0,110,2024-10-05,23:06:48
D3308,Smart Meter,2019-12-25,L0604,Seattle,Capitol Hill,25.895517,56.505349,981,71,55 dB,5.02,4511,35.7,30,Active,2023-03-03,7,9,234,93.77,30,63,UrbanTech,v2.0,0.19,0.0094,22.89,0,0,429,2024-04-10,18:01:30
D3309,Public WiFi,2022-07-10,L0210,Chicago,Lincoln Park,2.442921,111.725361,981,108,58 dB,32.23,4950,12.8,84,Inactive,2023-03-03,9,4,13,94.97,30,63,DeviceCorp,v2.0,0.32,0.0023,24.54,785.85,0,437,2024-02-13,03:19:01
D3310,Parking Sensor,2021-05-06,L0037,San Francisco,Mission District,82.076323,-147.404923,981,108,79 dB,28.3,4950,31.7,68,Inactive,2023-03-03,33,3,234,90.21,33,63,DeviceCorp,v2.0,0.27,0.0073,19.92,0,0,1974,2024-09-21,02:33:02
D3311,Traffic Light,2020-02-15,L0014,San Francisco,Financial District,-29.2459,141.32869,1491,108,92 dB,32.68,4950,22,69,Active,2023-03-03,41,0,234,95.43,30,36,SmartIoT,v1.0,0.35,0.0049,26.11,0,0,1940,2024-12-03,09:40:47
D3312,Smart Meter,2021-05-04,L0412,Houston,Downtown,1.766414,68.053818,981,122,75 dB,34.12,397,25.2,66,Under Maintenance,2023-10-07,29,4,234,90.45,30,63,UrbanTech,v2.1,0.2,0.006,31.37,0,463.53,956,2024-05-16,11:52:49
D3313,Traffic Light,2021-07-18,L0136,Chicago,Lincoln Park,-41.608121,-141.777881,1741,108,79 dB,41.11,4950,-6.9,57,Active,2023-03-03,36,6,234,98.79,30,15,SmartIoT,v1.1,0.48,0.0051,39.71,0,0,677,2024-06-12,19:19:19
D3314,Smart Meter,2021-02-28,L0015,New York,Brooklyn,58.227542,130.36691,981,96,53 dB,40.44,913,35.6,42,Active,2023-03-03,16,6,234,90.75,30,63,DeviceCorp,v2.1,0.42,0.0069,13.02,0,0,790,2024-11-17,15:04:59
D3315,Traffic Light,2021-02-03,L0446,Chicago,The Loop,38.576908,177.160232,1918,108,65 dB,3.96,4950,39.8,46,Under Maintenance,2024-12-01,23,10,234,93.58,30,71,UrbanTech,v1.0,0.3,0.0017,31.06,0,244.99,1069,2024-08-23,10:04:21
D3316,Pollution Sensor,2021-09-04,L0572,New York,Manhattan,-22.731216,-160.943981,981,210,62 dB,46.61,4950,17.4,53,Inactive,2023-03-03,1,8,234,99.71,30,63,SmartIoT,v2.0,0.49,0.0065,38.45,0,0,681,2024-10-03,10:02:41
D3317,Traffic Light,2021-11-19,L0069,Seattle,Capitol Hill,53.144921,-114.826619,878,108,86 dB,40.65,4950,-7.7,90,Under Maintenance,2024-03-12,17,6,234,93.67,30,31,DeviceCorp,v2.1,0.39,0.0078,45.87,0,351.4,1537,2024-04-27,12:47:57
D3318,Parking Sensor,2021-10-15,L0438,Chicago,The Loop,-36.201019,-103.973204,981,108,90 dB,36.95,4950,-1.4,70,Inactive,2023-03-03,37,1,234,94.81,46,63,GreenTech,v1.0,0.11,0.0075,29.47,0,0,521,2024-06-11,04:31:58
